title,price,tikinow,freeship,reviews,product_id,link,rating_value,image url,badge under price,discount percentage,installment,free gifts,dis_percentage
Điện Thoại Samsung Galaxy A11 (32GB/3GB) - Hàng Chính Hãng - (Đã kích hoạt bảo hành điện tử),2669000,Yes,Yes,6,9258229891966,https://tiki.vn/dien-thoai-samsung-galaxy-a11-32gb-3gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p54913203.html?src=ss-organic,5,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,28
Điện Thoại Samsung Galaxy Note 20 (8GB/256GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,15990000,Yes,Yes,45,6690336097450,https://tiki.vn/dien-thoai-samsung-galaxy-note-20-256gb-8gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p62263771.html?src=ss-organic,4.7,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,33
Điện thoại Xiaomi Redmi Note 9 Pro - Hàng Chính Hãng,5790000,No,No,No,2711362993685,https://tiki.vn/dien-thoai-xiaomi-redmi-note-9-pro-hang-chinh-hang-p55138557.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/43/86/13/31d0777f983647c58050a42c7c17073c.jpg,No,,No,No,17
Điện Thoại Nokia 150 (2020) -  Hàng Chính Hãng,605000,Yes,No,177,3135503316420,https://tiki.vn/dien-thoai-nokia-150-2020-hang-chinh-hang-p55665054.html?src=ss-organic,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/0e/a0/ba/326beb945cdc4e581af187ace71e6fe1.jpg,No,,No,No,8
Điện Thoại Oppo A91 (8GB/128G) - Hàng Chính Hãng,4690000,Yes,No,70,5945332993574,https://tiki.vn/dien-thoai-oppo-a91-8gb-128g-hang-chinh-hang-p73091235.html?src=ss-organic,4.5,https://salt.tikicdn.com/cache/280x280/ts/product/55/0e/79/6b42a0a35fa6121a34b67934da4e2182.jpg,Yes,,Yes,No,33
Điện Thoại iPhone SE 256G ( 2020) - Hàng Nhập Khẩu,12200000,No,Yes,15,6139268385605,https://tiki.vn/dien-thoai-iphone-se-256g-2020-hang-nhap-khau-p53515396.html?src=ss-organic,5,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,30
iPad 10.2 Inch WiFi/Cellular 32GB New 2019 - Hàng Nhập Khẩu Chính Hãng,9990000,Yes,No,31,5837921811843,https://tiki.vn/ipad-10-2-inch-wifi-cellular-32gb-new-2019-hang-nhap-khau-chinh-hang-p32648364.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/da/f3/46/519f0f7afd64645cc9b3b1011a803d36.JPG,Yes,,Yes,No,17
Điện Thoại iPhone 12 Mini 128GB - Hàng Chính Hãng,19700000,No,Yes,2,7220544168629,https://tiki.vn/dien-thoai-iphone-12-mini-128gb-hang-chinh-hang-p71201344.html?src=ss-organic,0,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,18
Điện Thoại Xiaomi Redmi Note 10 Pro (6GB/128GB) - Hàng Chính Hãng,6390000,No,No,No,5985140265162,https://tiki.vn/dien-thoai-xiaomi-redmi-note-10-pro-6gb-128gb-hang-chinh-hang-p84716247.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/63/48/c5/53283c619eb9f3f47a1eb5e748f5f02d.jpg,No,,No,No,9
Điện Thoại iPhone 11 128GB  - Hàng Nhập Khẩu,16800000,No,Yes,34,2692455386181,https://tiki.vn/dien-thoai-iphone-11-128gb-hang-nhap-khau-p33996665.html?src=ss-organic,4.8,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,Yes,,Yes,No,33
Điện Thoại OPPO RENO 3 Pro (8GB/256GB) - Hàng Chính Hãng,6990000,Yes,No,30,5450410602052,https://tiki.vn/dien-thoai-oppo-reno-3-pro-8gb-256gb-hang-chinh-hang-p54028954.html?src=ss-organic,4.6,https://salt.tikicdn.com/cache/280x280/ts/product/34/b8/e7/0377d91e4e30c48bdd1577ba128ca3be.jpg,Yes,,Yes,No,53
Máy Đọc Sách Kindle Paperwhite Gen 10 - Hàng Nhập Khẩu,2999000,No,No,39,7400219184295,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-10-2019-hang-nhap-khau-p40639597.html?src=ss-organic,4.6,https://salt.tikicdn.com/cache/280x280/ts/product/92/2c/e2/7391c4aa1677fcf9fb71e4042d1187d8.jpg,No,,No,No,30
iPad Air 10.9 Wi-Fi 256GB New 2020 - Hàng Chính Hãng,18650000,Yes,No,55,4852946248819,https://tiki.vn/ipad-air-10-9-wi-fi-256gb-new-2020-hang-chinh-hang-p68174420.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/e4/75/d1/964aa6876cdf55d3ce9ad8b315fca8e7.jpg,No,,Yes,No,15
Điện Thoại Realme C15 (4GB/64G) - Hàng Chính Hãng,3390000,Yes,No,24,4580080144529,https://tiki.vn/dien-thoai-realme-c15-4gb-64g-hang-chinh-hang-p73174156.html?src=ss-organic,4.6,https://salt.tikicdn.com/cache/280x280/ts/product/59/ec/01/dcdc5f21defb3e18d6cf43833cd0e92d.jpg,No,,Yes,No,19
Máy Tính Bảng Masstel Tab 10 4G - Hàng Chính Hãng,2450000,Yes,No,34,8345013909288,https://tiki.vn/may-tinh-bang-masstel-tab-10-4g-hang-chinh-hang-p76358835.html?src=ss-organic,4.6,https://salt.tikicdn.com/cache/280x280/ts/product/c1/bf/f5/49a279dea78b383333811138948672c2.jpg,Yes,,No,No,23
Điện thoại Vivo Y12s - Hàng Chính Hãng,3299000,Yes,No,22,6781434916559,https://tiki.vn/dien-thoai-vivo-y12s-hang-chinh-hang-p73320913.html?src=ss-organic,4.5,https://salt.tikicdn.com/cache/280x280/ts/product/b3/95/fc/70f6724a71608f645d6435ebf5e0039b.jpg,Yes,,No,No,23
"Điện thoại Forme A77 màn hình 5inch, Wifi, 3G, 2 sim  - Hàng chính hãng",729000,Yes,No,57,9139737398614,https://tiki.vn/dien-thoai-forme-a77-man-hinh-5inch-wifi-3g-2-sim-hang-chinh-hang-p71952008.html?src=ss-organic,3.6,https://salt.tikicdn.com/cache/280x280/ts/product/38/02/10/06a0021f0a164d92b67a17bd184e67d7.jpg,Yes,,No,No,26
Điện Thoại Nokia 2.4 (2GB/32GB) - Hàng Chính Hãng,2090000,Yes,No,95,9004579149635,https://tiki.vn/dien-thoai-nokia-2-4-hang-chinh-hang-p69271416.html?src=ss-organic,4.5,https://salt.tikicdn.com/cache/280x280/ts/product/c3/4c/c2/11c46f5ffe021c9eda1790e295a24fab.jpg,No,,No,No,22
Điện Thoại Samsung Galaxy Note 20 Ultra (8GB/256GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,20090000,No,Yes,5,5463004312770,https://tiki.vn/dien-thoai-samsung-galaxy-note-20-ultra-256gb-8gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p62269749.html?src=ss-organic,4.6,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,33
Điện thoại Xiaomi Redmi Note 9 (3GB/64GB) - Hàng Chính Hãng,3290000,Yes,No,179,4463341821585,https://tiki.vn/dien-thoai-xiaomi-redmi-note-9-3gb-64gb-hang-chinh-hang-p55584843.html?src=ss-organic,4.5,https://salt.tikicdn.com/cache/280x280/ts/product/c3/9d/ce/2f2cf3e1bf16b2a2a482641dca62fe73.png,Yes,,No,No,18
Điện Thoại iPhone 12 Pro Max 512GB - Hàng Chính Hãng,37990000,Yes,Yes,32,8958561338518,https://tiki.vn/dien-thoai-iphone-12-pro-max-512gb-hang-chinh-hang-p71197208.html?src=ss-organic,4.8,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,14
Điện Thoại OPPO Reno 2 (8GB/256GB) - Hàng Chính Hãng,7790000,Yes,No,17,8522801881999,https://tiki.vn/dien-thoai-oppo-reno-2-hang-chinh-hang-p35729879.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/c4/cf/e7/7d93f397d479304c844806bd99849d01.jpg,Yes,,Yes,No,48
Điện Thoại Xiaomi Redmi Note 10 (4GB/64GB) - Hàng Chính Hãng,4234700,Yes,No,4,1323368585132,https://tiki.vn/dien-thoai-xiaomi-redmi-note-10-4gb-64gb-hang-chinh-hang-p85042408.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/08/52/3b/f1654b16b82e9a6a9d31a900489a49db.jpg,No,,Yes,No,10
Điện Thoại iPhone 11 Pro 64GB - Hàng Nhập Khẩu ,22400000,No,Yes,10,8350066662257,https://tiki.vn/dien-thoai-iphone-11-pro-64gb-hang-nhap-khau-p33815238.html?src=ss-organic,4.8,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,32
Điện Thoại Nokia 3.4 - Hàng Chính Hãng,2690000,No,No,1,4188142339359,https://tiki.vn/dien-thoai-nokia-3-4-hang-chinh-hang-p73510754.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/48/22/7c/0ddf107a81ccf15f9e2d27ba67e25d6b.jpg,No,,No,No,27
iPad 10.2 Inch WiFi 32GB (Gen 8) New 2020 - Hàng  Chính Hãng,8790000,Yes,No,456,5542679073459,https://tiki.vn/ipad-10-2-inch-wifi-32gb-gen-8-new-2020-hang-chinh-hang-p67707109.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/2e/c7/85/1f62f17c11d1e475143ee8e6c23fd555.jpg,No,,Yes,No,20
Điện Thoại Samsung Galaxy A51 (6GB/128GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,6080000,Yes,Yes,4,1325135686486,https://tiki.vn/dien-thoai-samsung-galaxy-a51-6gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p45695395.html?src=ss-organic,5,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,No,No,24
Điện Thoại Samsung Galaxy A02s (4GB/64GB) -  ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,3290000,Yes,No,12,7614261851092,https://tiki.vn/dien-thoai-samsung-galaxy-a02s-4gb-64gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p75321775.html?src=ss-organic,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/3a/3c/44/cc38eecfd1eb86b6b7dcb8d10796181e.jpg,No,,No,No,21
Máy Tính Bảng Samsung Galaxy Tab S7 Wifi T870 (6GB/128GB) - Hàng Chính Hãng,14590000,Yes,No,6,6540022360710,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s7-wifi-t870-6gb-128gb-hang-chinh-hang-p83492084.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/e7/c0/ee/f3873073d5c010413784ac80ad0409f5.jpg,No,,Yes,No,3
Điện thoại Huawei P40 Pro (8GB/256GB) - Hàng Phân Phối Chính Hãng,19990000,Yes,No,1,5010098118186,https://tiki.vn/dien-thoai-huawei-p40-pro-8gb-256gb-hang-phan-phoi-chinh-hang-p74556870.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/da/5d/a1/743dfc6ee720fd332ef15787801a091c.jpg,No,,Yes,No,17
Điện thoại Xiaomi Redmi Note 9 (4GB/128GB) - Hàng chính hãng,4290000,Yes,Yes,16,9133223285662,https://tiki.vn/dien-thoai-xiaomi-redmi-note-9-4gb-128gb-hang-chinh-hang-p55248506.html?src=ss-organic,4.8,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,No,,Yes,No,14
Điện Thoại OPPO RENO 4 (8GB/128GB) - Hàng Chính Hãng,6650000,Yes,No,81,9452783090197,https://tiki.vn/dien-thoai-oppo-reno-4-8gb-128gb-hang-chinh-hang-p58437155.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/a9/51/ae/efe90af6caad60e6666ea31b8173a31c.jpg,No,,Yes,No,26
Điện Thoại Vivo Y20 (4GB/64GB) - Hàng Chính Hãng,3590000,No,No,No,2470420511871,https://tiki.vn/dien-thoai-vivo-y20-4gb-64gb-hang-chinh-hang-p70765398.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/6a/17/c0/8db3ee8cbec1258c3cd682b089ce5c8c.jpg,No,,No,No,10
Điện Thoại Samsung Galaxy A31 (6GB/128GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,4990000,Yes,No,6,3607596405553,https://tiki.vn/dien-thoai-samsung-galaxy-a31-6gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p54711313.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/d4/a3/d5/111941d63aaffd468854f4b166ca89b9.jpg,No,,Yes,No,23
Điện Thoại Samsung Galaxy A72 (8GB/256GB) - Hàng Chính Hãng,10990000,Yes,No,No,5864360345274,https://tiki.vn/dien-thoai-samsung-galaxy-a72-8gb-256gb-hang-chinh-hang-p83470267.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/28/49/6c/209e20d96d5baaa296fc025bd07d6471.jpg,No,,Yes,No,4
Máy đọc sách Kindle PaperWhite Gen 4 (10th) - Bản 8GB - Hàng chính hãng,3045000,No,No,27,1902845406445,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-4-10th-ban-8gb-2019-hang-chinh-hang-p6597807.html?src=ss-organic,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/be/f2/ba/f7cacd4da64139b88acb667612d814ba.jpg,No,,Yes,No,24
Điện Thoại Realme 6I (4GB/128GB) - Hàng Chính Hãng ,3850000,Yes,No,29,6407611026254,https://tiki.vn/dien-thoai-realme-6i-4gb-128g-hang-chinh-hang-p54058645.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/06/d4/f1/5084634b07e9670de72ef4d812360db9.jpg,No,,Yes,No,23
Máy Tính Bảng Samsung Galaxy Tab S6 Lite (SM-P615N) - Hàng Chính Hãng,8750000,No,No,10,5023901293505,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s6-lite-sm-p615n-hang-chinh-hang-p53654257.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/d1/e5/30/293c86afbc9494950fd6ada93bb330b5.jpg,Yes,,Yes,No,12
Điện Thoại Vsmart Star 5 (3GB/32GB) - Hàng Chính Hãng,2490000,No,No,No,9047509859306,https://tiki.vn/dien-thoai-vsmart-star-5-3gb-32gb-hang-chinh-hang-p85255906.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/67/49/ef/f6ac7c4c1d3f40a0111e81d0b08d5acc.jpg,No,,No,No,7
Máy Đọc Sách All New Kindle 2019 (10th) – Hàng Chính Hãng,2249000,No,No,63,8455226866763,https://tiki.vn/may-doc-sach-all-new-kindle-2019-10th-hang-chinh-hang-p14507169.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/41/e1/79/f4541de59d4c16cfd2d37797909540b2.jpg,Yes,,No,No,25
iPad Air 10.5 Wi-Fi 256GB New 2019 - Hàng Chính Hãng,14990000,Yes,No,5,5338091803398,https://tiki.vn/ipad-air-10-5-wi-fi-256gb-new-2019-hang-chinh-hang-p74558974.html?src=ss-organic,5,https://salt.tikicdn.com/cache/280x280/ts/product/90/5b/a7/e60fa5670e7c272ebe41c6a9909b9379.jpg,Yes,,Yes,No,12
iPad Pro 11 inch (2020) 128GB Wifi Cellular  - Hàng  Chính Hãng,23990000,Yes,No,1,6669924204747,https://tiki.vn/ipad-pro-11-inch-2020-128gb-wifi-cellular-hang-chinh-hang-p76307576.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/89/3c/7d/9f7bcbdecd3c7f8430d8d1e6a0e6c7cd.jpg,No,,Yes,No,11
Điện thoại Vsmart Star 4 (3GB/32GB) - Hàng Chính Hãng,2090000,No,No,17,1884549142334,https://tiki.vn/dien-thoai-vsmart-star-4-3gb-32gb-hang-chinh-hang-p59043365.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/14/50/80/afc6231938e536048c251fab5033f748.jpg,Yes,,No,No,9
Điện Thoại Nokia 6300 4G - Hàng Chính Hãng,1100000,Yes,No,65,4646373877724,https://tiki.vn/dien-thoai-nokia-6300-4g-hang-chinh-hang-p72888793.html?src=ss-organic,4.5,https://salt.tikicdn.com/cache/280x280/ts/product/1f/e0/8f/9e5d6a53ba9437ad78342d41ebc2685d.jpg,No,,No,No,15
Điện Thoại Xiaomi Redmi Note 10 (6GB/128GB) - Hàng Chính Hãng,4940000,No,No,No,9550380765962,https://tiki.vn/dien-thoai-xiaomi-redmi-note-10-6gb-128gb-hang-chinh-hang-p84709895.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/63/02/c2/3643234181545ec3c168f5e86e2c429a.png,No,,No,No,10
Điện thoại Vsmart Aris Pro (8GB/128GB) - Hàng chính hãng,7990000,Yes,No,1,4049225099013,https://tiki.vn/dien-thoai-vsmart-aris-pro-8gb-128gb-hang-chinh-hang-p68165482.html?src=ss-organic,0,https://salt.tikicdn.com/cache/280x280/ts/product/ac/82/06/f1ec1b4ad34cc6cb1b21e50b81a90917.jpg,No,,No,No,20
Điện Thoại OPPO A9 2020 (8GB/128GB) - Hàng Chính Hãng,4690000,Yes,No,71,5903118724903,https://tiki.vn/dien-thoai-oppo-a9-2020-128g-8gb-hang-chinh-hang-p31276832.html?src=ss-organic,4.5,https://salt.tikicdn.com/cache/280x280/ts/product/5c/63/67/aad7c2586211ce63030180629e89f743.jpg,No,,Yes,No,41
Máy Tính Bảng Samsung Galaxy Tab A7 (3GB/64GB) SM-T505 ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,6390000,No,No,21,7811176834350,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a7-3gb-64gb-sm-t505-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p74034401.html?src=ss-organic,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/38/fb/93/3116b5c745be5e48f6492186d7f0d58a.jpg,No,,Yes,No,20
